LOCATION,EVENT_SUCCESS_Mean,EVENT_DURATION_Mean,Record_Count,Region,District,LONGITUDE,LATITUDE
"Cell_S1795",0.000000,128.000000,1,"West","Clementi",103.764521,1.318450
"Cell_S1796",1.000000,55.571429,7,"West","Clementi",103.767290,1.309343
"Cell_S1797",1.000000,30.500000,2,"West","Dover Buona Vista Singapore Polytechnic",103.789735,1.296221
"Cell_S1798",1.000000,166.176471,34,"West","Dover Buona Vista Singapore Polytechnic",103.791215,1.303943
"Cell_S1799",1.000000,284.000000,3,"West","Clementi",103.762525,1.314559
"Cell_S18",0.992806,94.129496,139,"Central","Orchard Road",103.834676,1.302424
"Cell_S180",1.000000,109.633333,30,"Central","Raffles Place",103.850804,1.283178
"Cell_S1800",1.000000,161.857143,14,"West","Pasir Panjang Alexandra Kent Ridge",103.770069,1.293256
"Cell_S1801",1.000000,84.000000,1,"West","Dover Buona Vista Singapore Polytechnic",103.774130,1.304074
"Cell_S1802",1.000000,40.000000,1,"West","Pasir Panjang Alexandra Kent Ridge",103.770069,1.293256
"Cell_S1803",1.000000,39.000000,1,"West","Pasir Panjang Alexandra Kent Ridge",103.784087,1.286552
"Cell_S1804",1.000000,43.000000,2,"West","Pasir Panjang Alexandra Kent Ridge",103.784087,1.286552
"Cell_S1805",1.000000,27.000000,1,"West","Pasir Panjang Alexandra Kent Ridge",103.784087,1.286552
"Cell_S1806",1.000000,26.000000,1,"West","Pasir Panjang Alexandra Kent Ridge",103.779606,1.288100
"Cell_S1807",1.000000,91.666667,3,"West","Dover Buona Vista Singapore Polytechnic",103.780875,1.299653
"Cell_S1808",1.000000,86.000000,1,"West","Dover Buona Vista Singapore Polytechnic",103.780875,1.299653
"Cell_S1809",1.000000,131.800000,5,"West","Pasir Panjang Alexandra Kent Ridge",103.774099,1.301473
"Cell_S181",0.980769,110.711538,52,"Central","Robinson Road Shenton Way",103.847986,1.277028
"Cell_S1810",1.000000,35.000000,1,"West","Clementi",103.765773,1.298470
"Cell_S1811",0.846154,151.307692,13,"West","Clementi",103.765773,1.298470
"Cell_S1812",1.000000,156.000000,4,"West","Clementi",103.758479,1.301510
"Cell_S1813",1.000000,112.600000,5,"West","Pasir Panjang Alexandra Kent Ridge",103.781543,1.295399
"Cell_S1814",1.000000,22.000000,1,"West","Pasir Panjang Alexandra Kent Ridge",103.788270,1.291716
"Cell_S1815",1.000000,296.800000,5,"West","Pasir Panjang Alexandra Kent Ridge",103.774551,1.283247
"Cell_S1816",0.857143,119.571429,14,"West","Clementi",103.765432,1.296842
"Cell_S1817",1.000000,117.857143,14,"West","Clementi",103.765261,1.304763
"Cell_S1818",1.000000,58.000000,4,"West","Clementi",103.765261,1.304763
"Cell_S1819",1.000000,0.000000,1,"West","Dover Buona Vista Singapore Polytechnic",103.781566,1.308118
"Cell_S182",0.518519,238.444444,27,"Central","Marina Esplanade Suntec",103.858968,1.295594
"Cell_S1820",1.000000,112.000000,4,"West","Pasir Panjang Alexandra Kent Ridge",103.792190,1.287156
"Cell_S1821",1.000000,200.333333,3,"West","Clementi",103.766536,1.313986
"Cell_S1822",1.000000,71.500000,4,"West","Pasir Panjang Alexandra Kent Ridge",103.799423,1.277399
"Cell_S1823",1.000000,97.176471,34,"West","Clementi",103.767290,1.309343
"Cell_S1824",1.000000,106.000000,1,"West","Pasir Panjang Alexandra Kent Ridge",103.801757,1.276483
"Cell_S1825",1.000000,32.000000,1,"West","Pasir Panjang Alexandra Kent Ridge",103.781634,1.296004
"Cell_S1826",1.000000,71.192308,52,"West","Pasir Panjang Alexandra Kent Ridge",103.799423,1.277399
"Cell_S1827",1.000000,215.000000,1,"West","Clementi",103.761602,1.328376
"Cell_S1828",1.000000,32.000000,2,"West","Dover Buona Vista Singapore Polytechnic",103.789869,1.303738
"Cell_S1829",1.000000,134.000000,2,"West","Pasir Panjang Alexandra Kent Ridge",103.800998,1.272301
"Cell_S183",0.241379,254.448276,29,"Central","Raffles Place",103.849079,1.285047
"Cell_S1830",1.000000,19.000000,1,"West","Pasir Panjang Alexandra Kent Ridge",103.801279,1.273622
"Cell_S1831",1.000000,98.600000,5,"West","Dover Buona Vista Singapore Polytechnic",103.774130,1.304074
"Cell_S1832",1.000000,17.000000,1,"West","Clementi",103.750211,1.312031
"Cell_S1833",1.000000,9.000000,1,"West","Clementi",103.762236,1.321499
"Cell_S1834",1.000000,113.000000,3,"West","Dover Buona Vista Singapore Polytechnic",103.780875,1.299653
"Cell_S1835",1.000000,106.000000,1,"West","Clementi",103.770853,1.315351
"Cell_S1836",1.000000,60.800000,5,"West","Pasir Panjang Alexandra Kent Ridge",103.772969,1.299326
"Cell_S1837",1.000000,93.909091,11,"West","Pasir Panjang Alexandra Kent Ridge",103.772969,1.299326
"Cell_S1838",0.500000,87.000000,2,"West","Clementi",103.764423,1.314896
"Cell_S1839",1.000000,43.000000,3,"West","Pasir Panjang Alexandra Kent Ridge",103.777455,1.291773
"Cell_S184",1.000000,276.000000,2,"Central","Marina South",103.859978,1.285205
"Cell_S1840",1.000000,156.200000,10,"West","Pasir Panjang Alexandra Kent Ridge",103.777455,1.291773
"Cell_S1841",1.000000,56.666667,3,"West","Clementi",103.765261,1.304763
"Cell_S1842",0.931034,222.482759,29,"West","Dover Buona Vista Singapore Polytechnic",103.781566,1.308118
"Cell_S1843",1.000000,97.555556,9,"West","Dover Buona Vista Singapore Polytechnic",103.781566,1.308118
"Cell_S1844",1.000000,9.000000,1,"West","Pasir Panjang Alexandra Kent Ridge",103.792190,1.287156
"Cell_S1845",1.000000,120.000000,1,"West","Clementi",103.756152,1.321252
"Cell_S1846",1.000000,30.000000,1,"West","Clementi",103.766536,1.313986
"Cell_S1847",1.000000,68.727273,11,"West","Clementi",103.761112,1.304835
"Cell_S1848",1.000000,88.000000,1,"West","Pasir Panjang Alexandra Kent Ridge",103.799423,1.277399
"Cell_S1849",1.000000,134.000000,1,"West","Dover Buona Vista Singapore Polytechnic",103.786355,1.296146
"Cell_S185",1.000000,122.000000,7,"Central","Chinatown",103.840660,1.281708
"Cell_S1850",1.000000,144.000000,4,"West","Clementi",103.762500,1.293059
"Cell_S1851",1.000000,15.000000,1,"West","Clementi",103.760867,1.312517
"Cell_S1852",0.888889,198.222222,9,"West","Pasir Panjang Alexandra Kent Ridge",103.770853,1.299119
"Cell_S1853",1.000000,160.000000,1,"West","Clementi",103.762525,1.314559
"Cell_S1854",1.000000,56.800000,5,"West","Pasir Panjang Alexandra Kent Ridge",103.770853,1.299119
"Cell_S1855",1.000000,26.333333,6,"West","Clementi",103.762236,1.321499
"Cell_S1856",1.000000,623.666667,12,"West","Clementi",103.754395,1.318088
"Cell_S1857",1.000000,288.800000,10,"West","Clementi",103.770853,1.315351
"Cell_S1858",0.666667,697.000000,3,"West","Dover Buona Vista Singapore Polytechnic",103.786355,1.296146
"Cell_S1859",1.000000,128.000000,3,"West","Clementi",103.765773,1.298470
"Cell_S186",1.000000,79.666667,3,"Central","Marina Esplanade Suntec",103.857987,1.294503
"Cell_S1860",1.000000,68.111111,9,"West","Clementi",103.764423,1.314896
"Cell_S1861",1.000000,76.500000,2,"West","Pasir Panjang Alexandra Kent Ridge",103.774551,1.283247
"Cell_S1862",1.000000,52.000000,2,"West","Pasir Panjang Alexandra Kent Ridge",103.777455,1.291773
"Cell_S1863",1.000000,53.142857,7,"West","Pasir Panjang Alexandra Kent Ridge",103.799423,1.277399
"Cell_S1864",1.000000,78.000000,5,"West","Pasir Panjang Alexandra Kent Ridge",103.772897,1.302721
"Cell_S1865",1.000000,15.000000,1,"West","Pasir Panjang Alexandra Kent Ridge",103.785235,1.291754
"Cell_S1866",1.000000,98.800000,10,"West","Dover Buona Vista Singapore Polytechnic",103.786355,1.296146
"Cell_S1867",1.000000,147.600000,15,"West","Pasir Panjang Alexandra Kent Ridge",103.772627,1.302411
"Cell_S1868",1.000000,78.166667,6,"West","Pasir Panjang Alexandra Kent Ridge",103.799869,1.274196
"Cell_S1869",1.000000,239.500000,2,"West","Clementi",103.764859,1.320928
"Cell_S187",1.000000,482.750000,4,"Central","Raffles Place",103.850555,1.285396
"Cell_S1870",1.000000,0.000000,1,"West","Pasir Panjang Alexandra Kent Ridge",103.770069,1.293256
"Cell_S1871",1.000000,15.000000,1,"West","Pasir Panjang Alexandra Kent Ridge",103.789273,1.290684
"Cell_S1872",1.000000,69.875000,16,"West","Clementi",103.761002,1.326275
"Cell_S1873",1.000000,95.437500,16,"West","Pasir Panjang Alexandra Kent Ridge",103.776715,1.294039
"Cell_S1874",1.000000,41.444444,9,"West","Pasir Panjang Alexandra Kent Ridge",103.780358,1.291117
"Cell_S1875",1.000000,139.000000,1,"West","Clementi",103.769466,1.303728
"Cell_S1876",1.000000,102.521739,23,"West","Pasir Panjang Alexandra Kent Ridge",103.779348,1.283087
"Cell_S1877",0.952381,100.761905,21,"West","Clementi",103.758479,1.301510
"Cell_S1878",1.000000,49.000000,1,"West","Clementi",103.761112,1.304835
"Cell_S1879",0.857143,94.142857,7,"West","Dover Buona Vista Singapore Polytechnic",103.782648,1.304051
"Cell_S188",1.000000,315.142857,7,"Central","Raffles Place",103.852128,1.283857
"Cell_S1880",0.975610,80.170732,41,"West","Pasir Panjang Alexandra Kent Ridge",103.770853,1.299119
"Cell_S1881",1.000000,4.000000,1,"West","Dover Buona Vista Singapore Polytechnic",103.790015,1.297991
"Cell_S1882",1.000000,39.000000,2,"West","Clementi",103.760867,1.312517
"Cell_S1883",0.833333,28.333333,6,"West","Clementi",103.762525,1.314559
"Cell_S1884",1.000000,30.000000,1,"West","Pasir Panjang Alexandra Kent Ridge",103.784087,1.286552
"Cell_S1885",0.888889,56.111111,9,"West","Dover Buona Vista Singapore Polytechnic",103.780875,1.299653
"Cell_S1886",1.000000,136.375000,8,"West","Pasir Panjang Alexandra Kent Ridge",103.789273,1.290684
"Cell_S1887",1.000000,115.333333,3,"West","Pasir Panjang Alexandra Kent Ridge",103.776715,1.294039
"Cell_S1888",1.000000,2.000000,1,"West","Pasir Panjang Alexandra Kent Ridge",103.780358,1.291117
"Cell_S1889",1.000000,70.000000,16,"West","Clementi",103.771879,1.324898
"Cell_S189",1.000000,96.250000,4,"Central","Chinatown",103.844943,1.285185
"Cell_S1890",1.000000,67.000000,3,"West","Clementi",103.761112,1.304835
"Cell_S1891",1.000000,25.000000,2,"West","Dover Buona Vista Singapore Polytechnic",103.782648,1.304051
"Cell_S1892",1.000000,344.750000,4,"West","Pasir Panjang Alexandra Kent Ridge",103.785235,1.291754
"Cell_S1893",1.000000,52.500000,2,"West","Dover Buona Vista Singapore Polytechnic",103.789869,1.303738
"Cell_S1894",1.000000,94.000000,1,"West","Dover Buona Vista Singapore Polytechnic",103.789869,1.303738
"Cell_S1895",1.000000,83.827586,29,"West","Pasir Panjang Alexandra Kent Ridge",103.800998,1.272301
"Cell_S1896",1.000000,88.000000,2,"West","Pasir Panjang Alexandra Kent Ridge",103.799869,1.274196
"Cell_S1897",1.000000,18.000000,2,"West","Dover Buona Vista Singapore Polytechnic",103.783527,1.306687
"Cell_S1898",1.000000,97.500000,2,"West","Pasir Panjang Alexandra Kent Ridge",103.770069,1.293256
"Cell_S1899",1.000000,205.000000,1,"West","Clementi",103.765773,1.298470
"Cell_S19",1.000000,104.200000,5,"North","Bukit Timah King Albert Park",103.758655,1.331427
"Cell_S190",0.904762,393.952381,21,"Central","Marina South",103.854157,1.279430
"Cell_S1900",1.000000,128.000000,3,"West","Dover Buona Vista Singapore Polytechnic",103.774130,1.304074
"Cell_S1901",1.000000,72.444444,9,"West","Pasir Panjang Alexandra Kent Ridge",103.801279,1.273622
"Cell_S1902",1.000000,30.250000,4,"West","Dover Buona Vista Singapore Polytechnic",103.774130,1.304074
"Cell_S1903",1.000000,142.750000,4,"West","Pasir Panjang Alexandra Kent Ridge",103.791507,1.289340
"Cell_S1904",1.000000,19.000000,2,"West","Clementi",103.762236,1.321499
"Cell_S1905",1.000000,317.000000,1,"West","Clementi",103.765773,1.298470
"Cell_S1906",0.958333,106.208333,24,"West","Clementi",103.751991,1.310324
"Cell_S1907",1.000000,105.000000,1,"West","Pasir Panjang Alexandra Kent Ridge",103.802308,1.278101
"Cell_S1908",1.000000,153.857143,7,"West","Dover Buona Vista Singapore Polytechnic",103.781566,1.308118
"Cell_S1909",1.000000,147.176471,17,"West","Dover Buona Vista Singapore Polytechnic",103.781566,1.308118
"Cell_S191",0.937500,53.562500,16,"Central","Marina South",103.854157,1.279430
"Cell_S1910",1.000000,54.181818,11,"West","Clementi",103.770665,1.310919
"Cell_S1911",1.000000,45.500000,2,"West","Clementi",103.771879,1.324898
"Cell_S1912",1.000000,47.000000,2,"West","Clementi",103.758479,1.301510
"Cell_S1913",1.000000,32.000000,2,"West","Clementi",103.761112,1.304835
"Cell_S1914",0.750000,47.750000,4,"West","Clementi",103.761112,1.304835
"Cell_S1915",1.000000,93.000000,1,"West","Dover Buona Vista Singapore Polytechnic",103.789869,1.303738
"Cell_S1916",1.000000,623.000000,1,"West","Pasir Panjang Alexandra Kent Ridge",103.800998,1.272301
"Cell_S1917",0.750000,47.750000,4,"West","Clementi",103.764859,1.320928
"Cell_S1918",1.000000,87.833333,12,"West","Pasir Panjang Alexandra Kent Ridge",103.770069,1.293256
"Cell_S1919",1.000000,175.000000,1,"West","Clementi",103.760867,1.312517
"Cell_S192",1.000000,114.264706,34,"Central","Marina South",103.854157,1.279430
"Cell_S1920",1.000000,103.173913,23,"West","Clementi",103.770853,1.315351
"Cell_S1921",0.954545,85.000000,22,"West","Dover Buona Vista Singapore Polytechnic",103.774130,1.304074
"Cell_S1922",1.000000,194.888889,9,"West","Dover Buona Vista Singapore Polytechnic",103.774130,1.304074
"Cell_S1923",1.000000,35.000000,8,"West","Pasir Panjang Alexandra Kent Ridge",103.772969,1.299326
"Cell_S1924",1.000000,69.000000,3,"West","Clementi",103.770853,1.315351
"Cell_S1925",1.000000,91.000000,1,"West","Clementi",103.754395,1.318088
"Cell_S1926",1.000000,20.000000,1,"West","Clementi",103.763844,1.309557
"Cell_S1927",1.000000,130.000000,2,"West","Pasir Panjang Alexandra Kent Ridge",103.802308,1.278101
"Cell_S1928",1.000000,79.066667,15,"West","Dover Buona Vista Singapore Polytechnic",103.787844,1.306620
"Cell_S1929",1.000000,190.400000,10,"West","Clementi",103.770893,1.318018
"Cell_S193",0.978261,70.804348,46,"Central","Marina South",103.854157,1.279430
"Cell_S1930",1.000000,5.000000,3,"West","Clementi",103.764521,1.318450
"Cell_S1931",0.888889,109.111111,9,"West","Clementi",103.764521,1.318450
"Cell_S1932",1.000000,218.000000,1,"West","Clementi",103.764521,1.318450
"Cell_S1933",1.000000,29.000000,1,"West","Pasir Panjang Alexandra Kent Ridge",103.799869,1.274196
"Cell_S1934",1.000000,13.500000,2,"West","Clementi",103.764859,1.320928
"Cell_S1935",1.000000,82.500000,2,"West","Clementi",103.750211,1.312031
"Cell_S1936",1.000000,132.500000,2,"West","Clementi",103.765308,1.303686
"Cell_S1937",1.000000,70.250000,4,"West","Dover Buona Vista Singapore Polytechnic",103.780875,1.299653
"Cell_S1938",1.000000,51.333333,3,"West","Pasir Panjang Alexandra Kent Ridge",103.789273,1.290684
"Cell_S1939",1.000000,156.875000,16,"West","Pasir Panjang Alexandra Kent Ridge",103.774551,1.283247
"Cell_S194",1.000000,64.619048,21,"Central","Marina South",103.854157,1.279430
"Cell_S1940",0.911765,203.514706,68,"West","Pasir Panjang Alexandra Kent Ridge",103.777455,1.291773
"Cell_S1941",1.000000,37.600000,5,"West","Pasir Panjang Alexandra Kent Ridge",103.781894,1.286467
"Cell_S1942",1.000000,162.666667,3,"West","Dover Buona Vista Singapore Polytechnic",103.790874,1.305102
"Cell_S1943",1.000000,75.636364,11,"West","Pasir Panjang Alexandra Kent Ridge",103.780358,1.291117
"Cell_S1944",1.000000,111.666667,6,"West","Dover Buona Vista Singapore Polytechnic",103.781566,1.308118
"Cell_S1945",1.000000,21.000000,1,"West","Clementi",103.770665,1.310919
"Cell_S1946",1.000000,109.857143,7,"West","Clementi",103.765432,1.296842
"Cell_S1947",1.000000,22.000000,2,"West","Clementi",103.764521,1.318450
"Cell_S1948",1.000000,156.181818,11,"West","Pasir Panjang Alexandra Kent Ridge",103.801757,1.276483
"Cell_S1949",1.000000,107.000000,1,"West","Clementi",103.761602,1.328376
"Cell_S195",1.000000,61.444444,9,"Central","Robinson Road Shenton Way",103.849785,1.281233
"Cell_S1950",1.000000,3.000000,1,"West","Dover Buona Vista Singapore Polytechnic",103.789869,1.303738
"Cell_S1951",1.000000,159.666667,6,"West","Dover Buona Vista Singapore Polytechnic",103.783527,1.306687
"Cell_S1952",1.000000,80.800000,5,"West","Pasir Panjang Alexandra Kent Ridge",103.770069,1.293256
"Cell_S1953",1.000000,69.375000,8,"West","Pasir Panjang Alexandra Kent Ridge",103.774099,1.301473
"Cell_S1954",1.000000,84.333333,15,"West","Pasir Panjang Alexandra Kent Ridge",103.789273,1.290684
"Cell_S1955",1.000000,37.000000,1,"West","Pasir Panjang Alexandra Kent Ridge",103.774099,1.301473
"Cell_S1956",1.000000,100.375000,8,"West","Clementi",103.761002,1.326275
"Cell_S1957",1.000000,13.000000,1,"West","Pasir Panjang Alexandra Kent Ridge",103.772969,1.299326
"Cell_S1958",1.000000,54.157895,19,"West","Clementi",103.769080,1.317703
"Cell_S1959",1.000000,238.000000,2,"West","Pasir Panjang Alexandra Kent Ridge",103.777455,1.291773
"Cell_S196",1.000000,88.500000,16,"Central","Raffles Place",103.851829,1.283311
"Cell_S1960",0.857143,62.571429,7,"West","Pasir Panjang Alexandra Kent Ridge",103.776715,1.294039
"Cell_S1961",1.000000,645.857143,7,"West","Dover Buona Vista Singapore Polytechnic",103.782176,1.298919
"Cell_S1962",1.000000,57.000000,4,"West","Clementi",103.765261,1.304763
"Cell_S1963",0.952381,71.190476,21,"West","Clementi",103.771879,1.324898
"Cell_S1964",1.000000,90.000000,1,"West","Clementi",103.756152,1.321252
"Cell_S1965",1.000000,140.166667,6,"West","Clementi",103.756152,1.321252
"Cell_S1966",1.000000,50.000000,1,"West","Dover Buona Vista Singapore Polytechnic",103.781566,1.308118
"Cell_S1967",1.000000,145.636364,11,"West","Clementi",103.767290,1.309343
"Cell_S1968",1.000000,71.000000,1,"West","Clementi",103.767290,1.309343
"Cell_S1969",1.000000,282.000000,1,"West","Clementi",103.761602,1.328376
"Cell_S197",1.000000,15.833333,6,"Central","Raffles Place",103.850555,1.285396
"Cell_S1970",0.928571,92.428571,14,"West","Dover Buona Vista Singapore Polytechnic",103.789869,1.303738
"Cell_S1971",1.000000,56.000000,2,"West","Dover Buona Vista Singapore Polytechnic",103.791215,1.303943
"Cell_S1972",1.000000,86.000000,1,"West","Pasir Panjang Alexandra Kent Ridge",103.791507,1.289340
"Cell_S1973",1.000000,73.200000,5,"West","Clementi",103.762236,1.321499
"Cell_S1974",1.000000,301.500000,2,"West","Pasir Panjang Alexandra Kent Ridge",103.774099,1.301473
"Cell_S1975",1.000000,166.000000,1,"West","Dover Buona Vista Singapore Polytechnic",103.781566,1.308118
"Cell_S1976",1.000000,40.000000,2,"West","Dover Buona Vista Singapore Polytechnic",103.787844,1.306620
"Cell_S1977",1.000000,62.000000,1,"West","Clementi",103.769080,1.317703
"Cell_S1978",0.977273,184.068182,44,"West","Clementi",103.770893,1.318018
"Cell_S1979",1.000000,67.500000,2,"West","Dover Buona Vista Singapore Polytechnic",103.786483,1.299747
"Cell_S198",1.000000,120.875000,16,"Central","Marina Esplanade Suntec",103.858374,1.295436
"Cell_S1980",1.000000,54.000000,1,"West","Clementi",103.767290,1.309343
"Cell_S1981",1.000000,68.333333,3,"West","Dover Buona Vista Singapore Polytechnic",103.789735,1.296221
"Cell_S1982",0.000000,115.000000,2,"West","Pasir Panjang Alexandra Kent Ridge",103.770853,1.299119
"Cell_S1983",1.000000,297.000000,1,"West","Pasir Panjang Alexandra Kent Ridge",103.770069,1.293256
"Cell_S1984",0.875000,90.500000,8,"West","Clementi",103.750211,1.312031
"Cell_S1985",1.000000,170.500000,2,"West","Clementi",103.750211,1.312031
"Cell_S1986",1.000000,183.833333,6,"West","Dover Buona Vista Singapore Polytechnic",103.780875,1.299653
"Cell_S1987",0.000000,594.000000,1,"West","Clementi",103.769466,1.303728
"Cell_S1988",1.000000,129.000000,1,"West","Dover Buona Vista Singapore Polytechnic",103.781566,1.308118
"Cell_S1989",1.000000,24.000000,1,"West","Pasir Panjang Alexandra Kent Ridge",103.783514,1.285880
"Cell_S199",1.000000,31.111111,18,"Central","Robinson Road Shenton Way",103.850542,1.279275
"Cell_S1990",1.000000,108.000000,1,"West","Pasir Panjang Alexandra Kent Ridge",103.800739,1.277727
"Cell_S1991",1.000000,171.444444,9,"West","Clementi",103.766536,1.313986
"Cell_S1992",0.000000,212.000000,1,"West","Dover Buona Vista Singapore Polytechnic",103.782648,1.304051
"Cell_S1993",1.000000,117.000000,3,"West","Dover Buona Vista Singapore Polytechnic",103.791215,1.303943
"Cell_S1994",1.000000,121.250000,16,"West","Pasir Panjang Alexandra Kent Ridge",103.799869,1.274196
"Cell_S1995",1.000000,48.000000,1,"West","Pasir Panjang Alexandra Kent Ridge",103.799869,1.274196
"Cell_S1996",1.000000,225.000000,1,"West","Dover Buona Vista Singapore Polytechnic",103.783527,1.306687
"Cell_S1997",1.000000,33.000000,1,"West","Clementi",103.764859,1.320928
"Cell_S1998",1.000000,37.000000,1,"West","Pasir Panjang Alexandra Kent Ridge",103.774099,1.301473
"Cell_S1999",1.000000,118.500000,2,"West","Clementi",103.764423,1.314896
